41.99253,-88.03145
41.99246,-88.01507
41.99343,-87.93841
41.99363,-87.93157
41.99353,-87.93056
41.99403,-87.92067
41.98226,-87.92037
41.96313,-87.92047
41.96063,-87.92038
41.95815,-87.92
41.95546,-87.91999
41.95427,-87.91999
41.95387,-87.92042
41.95239,-87.92056
41.95102,-87.92016
41.95015,-87.92028
41.90674,-87.92047
41.90495,-87.92016
41.90184,-87.92016
41.90066,-87.92056
41.88969,-87.92063
41.88137,-87.92062
41.88012,-87.92036
41.87311,-87.92046
41.86933,-87.92016
41.86283,-87.92016
41.85209,-87.91934
41.84604,-87.91923
41.84307,-87.91958
41.84083,-87.91916
41.82927,-87.91886
41.82853,-87.91866
41.82552,-87.91856
41.82483,-87.91866
41.82312,-87.91846
41.81856,-87.91838
41.80378,-87.91759
41.76182,-87.91594
41.72253,-87.91453
41.72011,-87.91455
41.71675,-87.91427
41.71614,-87.91694
41.71617,-87.91751
41.71653,-87.91828
41.71648,-87.92049
41.71622,-87.92149
41.71299,-87.92483
41.71272,-87.92561
41.71282,-87.9266
41.71253,-87.92726
41.71195,-87.92779
41.71006,-87.93029
41.7085,-87.9341
41.70767,-87.93514
41.70513,-87.93716
41.70303,-87.94226
41.70093,-87.94226
41.69918,-87.94246
41.69714,-87.94528
41.69523,-87.94976
41.69363,-87.95556
41.69123,-87.95876
41.69033,-87.96076
41.68683,-87.96676
41.68673,-87.96776
41.68743,-87.97256
41.68653,-87.97466
41.68683,-87.97665
41.68743,-87.97896
41.68623,-87.98266
41.68593,-87.98713
41.68603,-87.99016
41.68573,-87.99651
41.68573,-88.004
41.68548,-88.00994
41.68556,-88.0125
41.68534,-88.02554
41.68553,-88.02916
41.698,-88.02937
41.72893,-88.03056
41.72838,-88.05246
41.72853,-88.05456
41.72833,-88.05714
41.72803,-88.07587
41.72692,-88.11312
41.72683,-88.12414
41.72666,-88.12458
41.7267,-88.12555
41.72652,-88.12615
41.72665,-88.12627
41.72673,-88.12736
41.72635,-88.12898
41.72643,-88.13137
41.72613,-88.13705
41.72653,-88.13788
41.72643,-88.14229
41.72625,-88.14263
41.72642,-88.14278
41.72607,-88.15054
41.7252,-88.2027
41.72533,-88.20604
41.72512,-88.20721
41.72518,-88.2127
41.72483,-88.23007
41.72493,-88.23587
41.72477,-88.25205
41.72453,-88.26147
41.72465,-88.26195
41.76044,-88.26208
41.76783,-88.26237
41.79936,-88.26258
41.80673,-88.2629
41.80913,-88.26277
41.82624,-88.26286
41.83393,-88.26307
41.85402,-88.26257
41.85933,-88.26267
41.89923,-88.26241
41.9222,-88.26253
41.92398,-88.26269
41.92878,-88.26259
41.9387,-88.26283
41.96743,-88.26287
41.97464,-88.26318
41.97819,-88.26285
41.98623,-88.26288
41.98673,-88.2345
41.98663,-88.23228
41.98713,-88.21658
41.98702,-88.21078
41.98713,-88.20394
41.98733,-88.20297
41.98758,-88.19008
41.98773,-88.1691
41.98806,-88.15207
41.98823,-88.1506
41.98817,-88.14702
41.9909,-88.0767
41.99097,-88.06925
41.99253,-88.03145

